ticker,close,open,high,low,volume,change_%,value_traded,pe,pb,roe,roa,op_margin,net_margin,debt_to_equity,rev_growth,rvol,hhi_score,foreign_ratio,tarih,growth_discount,margin_power,sweep_ratio,vol_z,quant_score,regime,score_diff
DOHOL,21.94,22.6,22.62,21.86,5144984.0,-3.1774051191526866,112880948.96000001,8.863572092271644,0.5483264546770947,7.04256791810812,3.10117918340145,7.58500960536291,6.0092075102787,99.0,0.0,0.4309606512185018,1738.7,2.11,2026-08-31,12.84,,5.0,-1.05,69.3,⚡ SAĞLAM BİLANÇO & AKIŞ,69.3
CWENE,36.8,39.3,40.44,36.44,97184611.0,-7.304785894206563,3576393684.7999997,13.685893859942727,2.2384700543802234,20.1700277435031,8.77048534631518,16.3344456770546,15.309763020580599,99.0,0.0,1.2016824398015309,2702.1,2.96,2026-08-31,9.01,,5.0,0.37,69.0,⚡ SAĞLAM BİLANÇO & AKIŞ,69.0
SAYAS,58.25,59.65,59.8,57.4,2295606.0,-2.3470243084660494,133719049.5,23.21457038099793,2.864999736862685,14.896745544339,9.47030481660689,17.833979664198,7.48934928598667,99.0,0.0,0.7057453318047349,2082.18,11.83,2026-08-31,5.2,,5.9,-0.54,68.9,⚡ SAĞLAM BİLANÇO & AKIŞ,68.9
FONET,4.99,5.18,5.18,4.98,16546961.0,-3.6679536679536584,82569335.39,16.211825860948668,2.235362630470815,16.7826203184081,14.1975869710963,26.096322611343904,28.158075908706405,99.0,0.0,0.6860447960321856,2057.56,5.2,2026-08-31,7.51,,5.0,-0.58,68.8,⚡ SAĞLAM BİLANÇO & AKIŞ,68.8
GRTHO,220.1,244.0,244.0,220.1,1376928.0,-9.979550102249492,303061852.8,15.319723535020984,2.7665959619765887,22.8715438210475,18.4224208709278,10.3607732942245,25.9799789745741,99.0,0.0,1.714476755298253,3343.1,8.0,2026-08-31,8.27,,5.0,1.32,68.4,⚡ SAĞLAM BİLANÇO & AKIŞ,68.4
MPARK,425.5,434.0,434.25,425.0,409636.0,-1.9585253456221197,174300118.0,13.287324735346468,1.8544427610878897,16.9199976935728,7.59155658394313,19.0955251521341,9.87795056136431,99.0,0.0,0.8262303467341255,2232.79,4.97,2026-08-31,9.12,,5.0,-0.32,68.4,⚡ SAĞLAM BİLANÇO & AKIŞ,68.4
METRO,8.75,8.71,9.0,8.59,9343680.0,0.45924225028701654,81757200.0,52.27001194743131,0.9371719898035686,1.93709576793657,1.88247210795335,36.9690549236674,37.1851040316414,99.0,0.0,1.2619777527204445,2777.47,13.85,2026-08-31,2.07,,6.9,0.48,68.3,⚡ SAĞLAM BİLANÇO & AKIŞ,68.3
KZBGY,1.95,2.03,2.03,1.94,32995549.0,-3.940886699507382,64341320.55,17.135325131810195,0.3053219972755883,2.04017341556281,1.28885757693287,41.3920211247124,21.7379126611295,99.0,0.0,1.101669542311884,2577.09,1.78,2026-08-31,6.68,,5.0,0.19,68.1,⚡ SAĞLAM BİLANÇO & AKIŞ,68.1
ZERGY,9.33,9.54,9.57,9.12,6908636.0,-1.995798319327726,64457573.88,19.918872758326216,1.9522626787220108,0.0,0.0,73.0708802327189,69.4747486493085,99.0,0.0,0.3631577685513288,1653.95,18.13,2026-08-31,0.0,,9.1,-1.18,67.9,🚨 ZOMBİ / DÜŞÜK KALİTE,67.9
CIMSA,44.8,46.64,46.64,44.72,7537345.0,-3.9451114922813106,337673056.0,10.612341584744758,1.1326918117506661,12.0224419124516,4.42311606063113,8.59725811978777,8.20052224157158,99.0,0.0,0.8711340874618355,2288.92,5.67,2026-08-31,10.61,,5.0,-0.24,67.8,⚡ SAĞLAM BİLANÇO & AKIŞ,67.8
DSTKF,1965.0,1773.0,2066.0,1773.0,8393698.0,0.0,16493616570.0,134.06563416797434,44.20596967313004,39.4914380778913,9.99849531113676,59.4736514476196,24.2915188903436,99.0,0.0,13.216138881204303,17720.17,28.7,2026-08-31,0.89,,29.9,5.0,67.7,⚡ SAĞLAM BİLANÇO & AKIŞ,67.7
OYAKC,22.58,23.0,23.1,22.46,20507914.0,-1.8260869565217466,463068698.11999995,15.523167881204454,1.4392093399459625,11.0453304186396,8.59842302758498,18.6622077591023,12.2419795465869,99.0,0.0,0.7888786447328087,2186.1,2.5,2026-08-31,7.67,,5.0,-0.39,66.9,⚡ SAĞLAM BİLANÇO & AKIŞ,66.9
TEHOL,36.22,36.54,37.88,36.02,38106783.0,0.6111111111111079,1380227680.26,23.012897896943894,6.846427930099143,43.0660429103605,19.7729031979672,43.1777117463403,22.5671764844526,99.0,0.0,0.45768848372649407,1772.11,1.98,2026-08-31,6.29,,5.0,-1.0,66.9,⚡ SAĞLAM BİLANÇO & AKIŞ,66.9
AEFES,17.89,18.42,18.44,17.77,53296722.0,-2.8245518739815294,953478356.58,10.85887708649469,0.8431691282272193,8.89029451333242,2.19029676817899,12.0030179173808,3.56018973866485,99.0,0.0,1.0389524763987483,2498.69,2.03,2026-08-31,10.54,,5.0,0.07,66.9,⚡ SAĞLAM BİLANÇO & AKIŞ,66.9
FROTO,76.95,78.4,78.7,76.35,25683718.0,-1.8494897959183707,1976362100.1000001,9.008323480174665,1.5069112295142322,18.7548843037694,6.61397099806735,3.29876823208627,3.51975220430001,99.0,0.0,1.3570604032769809,2896.33,6.3,2026-08-31,12.45,,5.0,0.66,66.5,⚡ SAĞLAM BİLANÇO & AKIŞ,66.5
KRDMB,136.8,133.1,138.0,133.1,2733129.0,3.0896759608138833,373892047.20000005,34.14195867026056,1.439420746787898,5.44820350665331,3.69047977903339,7.185412482501391,6.447400157349971,99.0,0.0,1.2773664480134614,2796.71,34.29,2026-08-31,3.78,,42.7,0.51,66.4,⚡ SAĞLAM BİLANÇO & AKIŞ,66.4
SAHOL,93.0,93.45,95.1,92.65,39164643.0,-0.6940736785905025,3642311799.0,9.789267594366434,0.4658341692468704,5.37074515641721,0.487150917949307,7.135813300528328,1.6163444056398004,99.0,0.0,1.0844152702035836,2555.52,0.0,2026-08-31,11.53,,5.0,0.16,66.2,⚡ SAĞLAM BİLANÇO & AKIŞ,66.2
ARDYZ,85.0,89.55,89.55,84.0,4192201.0,-5.555555555555555,356337085.0,21.16586568390647,3.9890128507222222,24.268344789997,14.8993441631508,33.4311553945751,16.9206574197885,99.0,0.0,0.6359831639419083,1994.98,2.09,2026-08-31,6.08,,5.0,-0.67,66.1,⚡ SAĞLAM BİLANÇO & AKIŞ,66.1
MEGMT,44.32,47.0,47.0,43.92,4061340.0,-5.702127659574467,179998588.8,9.860502369457361,2.330121179970842,26.7210478100631,8.02558767614512,2.90919171296774,3.9911783531392295,99.0,0.0,0.3372031678436502,1621.5,0.73,2026-08-31,11.47,,5.0,-1.23,65.6,⚡ SAĞLAM BİLANÇO & AKIŞ,65.6
DAPGM,7.9,8.57,8.62,7.86,75360004.0,-8.139534883720923,595344031.6,26.42140468227425,1.1825285154028082,5.19977862396511,2.48531239210417,71.2800476477586,8.77064758638138,99.0,0.0,0.8458901364122696,2257.36,5.05,2026-08-31,4.4,,5.0,-0.29,65.5,⚡ SAĞLAM BİLANÇO & AKIŞ,65.5
AGHOL,31.56,30.66,32.7,30.48,12737062.0,2.935420743639917,401981676.71999997,17.254387403641136,0.5793527917057827,3.94764331491178,0.63920482467987,2.78232466272413,0.586955089440314,99.0,0.0,3.176824027976277,5171.03,19.24,2026-08-31,6.81,,9.6,4.03,65.5,⚡ SAĞLAM BİLANÇO & AKIŞ,65.5
ENERY,9.76,9.84,10.39,9.64,58146661.0,-0.7121057985757913,567511411.36,15.56370594801467,1.2924601634909136,9.89807182782181,5.16117046679054,13.1262649574125,13.4268116355338,99.0,0.0,1.9497530091119335,3637.19,0.96,2026-08-31,7.66,,5.0,1.76,65.4,⚡ SAĞLAM BİLANÇO & AKIŞ,65.4
INDES,11.75,11.94,12.07,11.75,5221623.0,-2.083333333333333,61354070.25,9.906415985161454,1.0391241289044535,12.5280970462568,2.42556044959949,4.07785184456159,0.762404692472226,99.0,0.0,0.5087514242195457,1835.94,8.0,2026-08-31,12.06,,5.0,-0.91,65.3,⚡ SAĞLAM BİLANÇO & AKIŞ,65.3
GLRMK,168.8,181.0,182.7,168.5,5029021.0,-6.222222222222216,848898744.8000001,14.94254908556557,1.9196490408464473,17.0757628948969,5.40680816591026,10.1192686719766,7.340415897079619,99.0,0.0,1.0486635184372062,2510.83,6.82,2026-08-31,8.9,,5.0,0.09,65.1,⚡ SAĞLAM BİLANÇO & AKIŞ,65.1
ISDMR,53.4,54.55,55.2,53.25,1322270.0,-2.10815765352887,70609218.0,12.5901824869147,0.9923035155418144,8.49194157301141,5.32238353850773,6.02494119619609,9.22970404880562,99.0,0.0,0.7948278692461359,2193.53,3.69,2026-08-31,8.56,,5.0,-0.38,64.9,⚡ SAĞLAM BİLANÇO & AKIŞ,64.9
BLCYT,21.5,22.66,22.88,20.7,3921994.0,-5.035335689045938,84322871.0,27.820910973084885,0.44143628996409995,1.8017541176258,1.17912337664741,3.40182805850116,11.2374325749426,99.0,0.0,1.0656789077910227,2532.1,12.55,2026-08-31,4.08,,6.3,0.12,64.8,⚡ SAĞLAM BİLANÇO & AKIŞ,64.8
ISMEN,33.2,33.84,34.14,33.12,6299948.0,-1.0137149672033283,209158273.60000002,7.414024117909782,1.4126577538741716,22.1737418237606,4.88747544225979,1.17999739570333,0.367948589494609,99.0,0.0,0.911956278312766,2339.95,3.61,2026-08-31,15.7,,5.0,-0.16,64.6,⚡ SAĞLAM BİLANÇO & AKIŞ,64.6
ISKPL,8.5,8.2,8.94,8.2,46812270.0,-3.2992036405005596,397904295.0,42.22553402881272,3.725570121804228,10.5285592762629,5.85837132514653,14.2874435516861,9.88236500367177,99.0,0.0,0.7949893394144212,2193.74,14.7,2026-08-31,2.83,,7.3,-0.38,64.6,⚡ SAĞLAM BİLANÇO & AKIŞ,64.6
EUPWR,107.8,105.7,109.3,105.7,11239519.0,2.180094786729855,1211620148.2,76.41054720725829,5.430963038719542,8.39945726669861,4.62243112083124,22.2869009017299,5.99970411002262,99.0,0.0,0.6749275691860083,2043.66,24.67,2026-08-31,1.55,,20.7,-0.6,64.4,⚡ SAĞLAM BİLANÇO & AKIŞ,64.4
KLRHO,65.35,65.85,65.95,64.7,1618923.0,-0.6838905775076032,105796618.05,66.88843398157626,2.8021954461644007,4.88154513834307,2.26080721805539,17.6493808042933,11.2856958441537,99.0,0.0,0.3382458691821714,1622.81,21.12,2026-08-31,1.74,,12.6,-1.22,64.4,⚡ SAĞLAM BİLANÇO & AKIŞ,64.4
AHGAZ,37.2,38.2,38.84,36.72,6050064.0,-2.1052631578947296,225062380.8,17.603634298693926,1.569148184533514,10.5587550611099,2.66237988426114,19.3576730507598,7.63150053471666,99.0,0.0,1.1551414112975147,2643.93,4.68,2026-08-31,6.73,,5.0,0.29,63.7,⚡ SAĞLAM BİLANÇO & AKIŞ,63.7
KARSN,9.83,9.75,10.07,9.52,26274433.0,0.8205128205128212,258277676.39000002,36.5835504279866,1.078239847488842,3.38668271875612,1.16842402971318,10.4592629360576,1.15932945087302,99.0,0.0,1.4322639263171695,2990.33,23.56,2026-08-31,3.14,,18.1,0.8,63.6,⚡ SAĞLAM BİLANÇO & AKIŞ,63.6
MAVI,36.96,38.26,38.32,36.88,3556754.0,-3.3978044955567097,131457627.84,14.41553882756738,1.8453316504334734,14.613450639407,7.4200483702254,11.1741821705736,4.14003872521233,99.0,0.0,0.8694302838207878,2286.79,4.89,2026-08-31,7.92,,5.0,-0.24,63.6,⚡ SAĞLAM BİLANÇO & AKIŞ,63.6
TOASO,269.5,271.25,275.0,268.0,3924617.0,-0.9191176470588236,1057684281.5,10.599845033805442,2.0497156827587726,22.3064749598506,7.12888332290923,1.83172506284971,2.95268853737258,99.0,0.0,1.2501151890503546,2762.64,4.0,2026-08-31,10.88,,5.0,0.46,63.5,⚡ SAĞLAM BİLANÇO & AKIŞ,63.5
ASTOR,324.5,350.0,355.25,324.25,36200429.0,-7.086614173228346,11747039210.5,31.833699576204676,7.394496261620696,29.0855151100452,18.7123886558418,29.7605487805267,25.926724109386,99.0,0.0,1.1547940380974415,2643.49,7.55,2026-08-31,3.93,,5.0,0.29,62.8,⚡ SAĞLAM BİLANÇO & AKIŞ,62.8
TRMET,142.7,143.0,145.5,142.1,3086029.0,-2.7266530334015,440376338.29999995,26.45826380390848,1.841487539955892,8.18576711076804,3.84251861831458,32.5470561743065,9.00173008914118,99.0,0.0,0.4301295113920995,1737.66,1.88,2026-08-31,4.45,,5.0,-1.05,62.8,⚡ SAĞLAM BİLANÇO & AKIŞ,62.8
ARMGD,190.5,200.5,205.7,190.5,681503.0,-4.75,129826321.5,21.214989698758284,5.618706606183231,33.8360355788564,15.3220571038688,13.0040873051244,15.140193672561999,99.0,0.0,0.7224093576351549,2103.01,8.0,2026-08-31,6.02,,5.0,-0.51,62.7,⚡ SAĞLAM BİLANÇO & AKIŞ,62.7
KONYA,3910.0,3787.5,4040.0,3775.0,28320.0,3.2343234323432344,110731200.0,54.88327828629421,3.6053770094790067,7.75529251447524,5.57871456812684,11.7225685313677,4.82662691223576,99.0,0.0,2.317626070019805,4097.03,20.53,2026-08-31,2.15,,11.2,2.44,62.6,⚡ SAĞLAM BİLANÇO & AKIŞ,62.6
LILAK,28.98,30.02,30.12,28.92,2311946.0,-3.720930232558143,67000195.08,16.350710900473935,0.923432236388456,6.45755043653878,4.91465513072377,11.5377231169445,7.61064073579612,99.0,0.0,0.849596204538743,2262.0,5.2,2026-08-31,6.99,,5.0,-0.28,62.6,⚡ SAĞLAM BİLANÇO & AKIŞ,62.6
SISE,39.5,40.2,40.38,39.46,42679076.0,-1.594419531639264,1686475492.0000002,9.923376460243688,0.43767351815935124,4.44658990245265,2.17105284495037,-1.03553987282082,4.61909984961524,99.0,0.0,0.641147363040511,2001.43,5.57,2026-08-31,10.16,,5.0,-0.66,62.6,⚡ SAĞLAM BİLANÇO & AKIŞ,62.6
TAVHL,267.25,281.75,282.0,266.75,5348666.0,-5.565371024734982,1429430988.5,18.40894375025831,1.1841223132552712,6.95027383463448,2.14340805969042,19.2429527421223,5.67534097989808,99.0,0.0,1.6106265228545433,3213.28,6.16,2026-08-31,5.87,,5.0,1.13,62.2,⚡ SAĞLAM BİLANÇO & AKIŞ,62.2
PAHOL,1.31,1.37,1.38,1.31,193874709.0,-4.379562043795624,253975868.79000002,12.584053794428435,0.571458484195465,0.0,0.0,198.09354910249,76.9796667523015,99.0,0.0,0.94902336462269,2386.28,8.0,2026-08-31,0.0,,5.0,-0.09,61.8,🚨 ZOMBİ / DÜŞÜK KALİTE,61.8
PASEU,250.0,263.5,267.0,241.8,9323623.0,-6.7164179104477615,2330905750.0,160.8544588856003,40.26510545431118,32.7765547120615,19.4434281807581,3.63454803043642,43.4890695821632,99.0,0.0,0.7189827946953303,2098.73,10.22,2026-08-31,0.81,,5.1,-0.52,61.7,⚡ SAĞLAM BİLANÇO & AKIŞ,61.7
INVES,793.0,820.0,833.5,771.0,75156.0,-3.2926829268292686,59598708.0,14.414669880429132,3.934058043380109,35.323123253356,31.2355773047685,0.0,0.0,99.0,0.0,0.6974329278987091,2071.79,11.71,2026-08-31,8.98,,5.9,-0.56,61.6,⚡ SAĞLAM BİLANÇO & AKIŞ,61.6
GOKNR,17.54,18.1,18.16,17.5,4652119.0,-2.771618625277162,81598167.25999999,14.345301382186964,0.563949239424103,4.49147321918011,2.77054611359629,7.3743553199745095,2.80234559425261,99.0,0.0,0.4055488649647138,1706.94,4.61,2026-08-31,7.96,,5.0,-1.1,61.4,⚡ SAĞLAM BİLANÇO & AKIŞ,61.4
BULGS,30.56,32.5,32.54,30.46,1881851.0,-5.504019789734089,57509366.559999995,54.97391617197338,1.063595048714463,2.25831577114277,2.24924769658545,117.75440775560702,23.9869652732719,99.0,0.0,0.9217929950431335,2352.24,5.31,2026-08-31,2.12,,5.0,-0.14,60.9,⚡ SAĞLAM BİLANÇO & AKIŞ,60.9
AKSEN,79.2,83.35,83.35,79.2,5909608.0,-4.9790041991601575,468040953.6,29.149797570850204,1.416832217190361,5.67192405114027,2.56588972923654,24.0595071917766,8.30926432227319,99.0,0.0,0.7652248408200854,2156.53,8.0,2026-08-31,4.0,,5.0,-0.43,60.9,⚡ SAĞLAM BİLANÇO & AKIŞ,60.9
ENJSA,111.7,118.1,118.3,111.5,4538701.0,-5.258693808312131,506972901.7,21.50351333140822,1.210786164432132,6.38889149521895,2.57292386289173,18.4898167782384,2.51560319387683,99.0,0.0,1.0036230991543669,2454.53,6.35,2026-08-31,5.28,,5.0,0.01,60.6,⚡ SAĞLAM BİLANÇO & AKIŞ,60.6
GESAN,92.7,92.9,94.1,92.35,10010199.0,-0.26896180742334586,927945447.3000001,24.913327420785297,2.475521842407799,11.7816297467189,4.925974781504,18.0819482427144,8.06159313206123,99.0,0.0,0.7516246990979892,2139.53,3.2,2026-08-31,4.76,,5.0,-0.46,60.5,⚡ SAĞLAM BİLANÇO & AKIŞ,60.5
MERCN,17.1,18.12,18.18,17.01,4087031.0,-5.629139072847679,69888230.10000001,21.558245083207265,1.2174249824149725,6.4558976489433,3.87547149804502,14.809740169979598,5.13215658755339,99.0,0.0,0.8841803104944244,2305.23,3.69,2026-08-31,5.3,,5.0,-0.21,60.3,⚡ SAĞLAM BİLANÇO & AKIŞ,60.3
LIDER,32.64,32.0,34.26,31.04,13839092.0,1.9362898188632023,451707962.88,97.84172661870504,2.393390019915586,2.85909372586912,1.95935908061636,-1.71081345295241,15.440931696247198,99.0,0.0,0.38681826047774387,1683.52,19.83,2026-08-31,1.19,,9.9,-1.13,59.9,⚡ SAĞLAM BİLANÇO & AKIŞ,59.9
DOAS,163.9,166.4,166.8,163.7,839911.0,-1.502403846153846,137661412.9,14.279740019864434,0.4850329169852994,3.74584386729599,1.81833464995534,4.21409651269476,0.9985328285025279,99.0,0.0,0.8804200048428231,2300.53,4.39,2026-08-31,7.72,,5.0,-0.22,59.7,⚡ SAĞLAM BİLANÇO & AKIŞ,59.7
TGSAS,232.2,254.0,257.0,232.2,1030237.0,-10.000000000000005,239221031.39999998,56.83653987369657,9.657857303286665,19.8764898445464,0.27712438745555,43.7377693156398,25.4192767739152,99.0,0.0,0.8671463660532556,2283.93,8.0,2026-08-31,2.06,,5.0,-0.25,59.3,⚡ SAĞLAM BİLANÇO & AKIŞ,59.3
TATEN,8.44,8.92,8.92,8.36,23703977.0,-5.381165919282516,200061565.88,41.84432325235498,1.6534592365485017,4.26432907206956,1.5591532924815,34.639820746003,7.91074696411164,99.0,0.0,0.5060462228243319,1832.56,0.0,2026-08-31,2.58,,5.0,-0.91,59.0,⚡ SAĞLAM BİLANÇO & AKIŞ,59.0
HEDEF,84.25,90.6,91.05,84.25,2727930.0,-9.989316239316235,229828102.5,120.63287514318442,35.48249881023075,41.4069060729385,31.3419245745042,96.7988708804472,68.2608388240171,99.0,0.0,0.23349935495003946,1491.87,8.0,2026-08-31,1.17,,5.0,-1.42,58.9,⚡ SAĞLAM BİLANÇO & AKIŞ,58.9
KCHOL,214.1,214.6,217.8,213.7,25682285.0,0.04672897196261417,5498577218.5,15.258960452138464,0.6847319268110159,5.12588457140304,0.653048529828376,4.73031145671319,1.13503860899134,99.0,0.0,0.8809395822651578,2301.17,2.54,2026-08-31,7.49,,5.0,-0.22,58.8,⚡ SAĞLAM BİLANÇO & AKIŞ,58.8
ASELS,386.75,404.25,406.75,385.5,25166858.0,-4.26980198019802,9733282331.5,47.51695498329074,5.7493511818168574,15.6028079230998,8.83667650238088,23.1344032201253,17.7760038943185,99.0,0.0,0.7858865827140771,2182.36,4.71,2026-08-31,2.71,,5.0,-0.4,58.5,⚡ SAĞLAM BİLANÇO & AKIŞ,58.5
DOFRB,126.4,140.4,140.4,126.4,8011436.0,-9.971509971509972,1012645384.0,64.08111533586819,8.428745757286798,22.5289716057738,10.7477707033026,22.2264947099532,25.535450416471,99.0,0.0,1.7327340459513594,3365.92,8.0,2026-08-31,2.67,,5.0,1.36,58.5,⚡ SAĞLAM BİLANÇO & AKIŞ,58.5
SMRTG,10.15,10.15,10.6,9.92,27264272.0,0.09861932938855805,276732360.8,102.01005025125627,3.4746351633078527,4.03965078967363,0.680326633353102,14.7048064681283,1.42512936984939,99.0,0.0,1.4425377940046846,3003.17,10.94,2026-08-31,1.16,,5.5,0.82,57.8,⚡ SAĞLAM BİLANÇO & AKIŞ,57.8
TABGD,241.2,247.6,247.9,240.1,592739.0,-2.6241421073879696,142968646.79999998,22.5469026052329,2.357724014328159,12.2193886562881,7.60044448162144,8.03635846678983,5.06386742912504,99.0,0.0,1.1539531537915682,2642.44,0.1,2026-08-31,5.18,,5.0,0.28,57.8,⚡ SAĞLAM BİLANÇO & AKIŞ,57.8
BIMAS,403.75,415.75,417.0,402.75,6778287.0,-2.8279181708784598,2736733376.25,17.658224249607475,2.37770344882131,16.1065139976773,7.49552018593776,2.85222037453406,3.2971437588077994,99.0,0.0,0.6390373077715658,1998.8,4.07,2026-08-31,6.77,,5.0,-0.67,57.3,⚡ SAĞLAM BİLANÇO & AKIŞ,57.3
PINSU,10.41,10.31,11.25,10.28,16971924.0,0.9699321047526638,176677728.84,21.943507588532885,0.9546981512238204,5.14548120317794,3.20185970933355,6.22617905989736,4.60976302439266,99.0,0.0,6.2914892806214,9064.36,0.49,2026-08-31,5.39,,5.0,5.0,57.0,⚡ SAĞLAM BİLANÇO & AKIŞ,57.0
ALVES,1.44,1.53,1.54,1.44,224963357.0,-10.000000000000009,323947234.08,29.50819672131147,0.7123106069974623,2.75376786750353,0.900898383652979,16.2683121601248,0.581707622634861,99.0,0.0,1.8338372744207878,3492.3,8.0,2026-08-31,3.87,,5.0,1.54,56.8,⚡ SAĞLAM BİLANÇO & AKIŞ,56.8
PSDTC,178.3,190.0,196.3,177.9,1002209.0,-3.5173160173160167,178693864.70000002,46.43471014115319,5.056976784420768,12.6675979739311,0.569545291271075,1.04639982386474,29.5364797681748,99.0,0.0,1.9388983588771516,3623.62,6.78,2026-08-31,2.5,,5.0,1.74,56.6,⚡ SAĞLAM BİLANÇO & AKIŞ,56.6
CGCAM,34.76,36.98,37.0,34.4,2135407.0,-5.95238095238096,74226747.32,31.974979302732038,1.1128367123422747,4.04402534069311,3.09620159846349,9.63453810185714,7.352912829973729,99.0,0.0,0.9215136128656929,2351.89,0.25,2026-08-31,3.63,,5.0,-0.15,56.3,⚡ SAĞLAM BİLANÇO & AKIŞ,56.3
DYOBY,13.75,13.71,14.37,13.55,4104918.0,0.29175784099197044,56442622.5,29.199405393926526,0.46459954222584743,1.83759460104076,0.732555346517469,11.1811261720097,1.36320332338874,99.0,0.0,1.233865718702213,2742.33,5.66,2026-08-31,3.96,,5.0,0.43,55.3,⚡ SAĞLAM BİLANÇO & AKIŞ,55.3
MGROS,539.0,558.5,558.5,539.0,2135005.0,-3.405017921146954,1150767695.0,16.144636775625493,1.0331121847129452,7.44412204961646,2.74460266228195,-2.51855524400624,1.29697970753855,99.0,0.0,0.6559299631884364,2019.91,8.0,2026-08-31,7.21,,5.0,-0.64,55.3,⚡ SAĞLAM BİLANÇO & AKIŞ,55.3
GENIL,11.49,11.97,12.07,11.32,28374135.0,-3.9297658862876306,326018811.15000004,41.88844331024426,3.9494715132766176,11.203940499913,6.18472955357019,11.1313639819238,5.18338008331172,99.0,0.0,0.6213587908108003,1976.7,4.69,2026-08-31,2.84,,5.0,-0.7,54.6,NÖTR KALİTE,54.6
SEGMN,47.5,51.05,53.9,46.76,2069925.0,-8.565928777670843,98321437.5,38.09447429625472,1.5324562951530183,4.92358263746162,4.30163350325026,8.02469752305923,7.29621281044465,99.0,0.0,1.6877574687808592,3309.7,2.2,2026-08-31,3.21,,5.0,1.27,54.6,🚨 KURUMSAL BOŞALTIM (DUMP),54.6
OFSYM,66.05,67.0,69.1,65.5,2303367.0,-2.07561156412158,152137390.35,28.39028583709435,1.906801985614543,7.86971394507022,3.37847472417997,7.36925796789019,1.72862770592818,99.0,0.0,0.8966487535473391,2320.81,0.56,2026-08-31,4.13,,5.0,-0.19,54.3,NÖTR KALİTE,54.3
SELEC,335.5,332.75,341.75,330.75,7921044.0,0.7507507507507507,2657510262.0,102.26787782722673,5.613845097364655,6.37484548994022,2.36842880826279,3.60308207592069,1.04028612855074,99.0,0.0,1.3080016278510822,2835.0,16.18,2026-08-31,1.14,,8.1,0.57,54.2,NÖTR KALİTE,54.2
AKFIS,18.08,18.65,18.83,17.88,14927248.0,-3.0563002680965163,269884643.84,45.99338590689391,1.8204500579462948,4.59804438160996,2.51885960825704,6.25256860578955,13.185435940985798,99.0,0.0,0.5362194849214149,1870.27,3.79,2026-08-31,2.53,,5.0,-0.86,54.1,NÖTR KALİTE,54.1
MOPAS,25.72,28.24,28.32,25.52,4197239.0,-8.794326241134753,107952987.08,22.68677780718003,1.2045704362259102,6.11298898450715,3.28093635837284,1.9849271317114998,1.53094592258589,99.0,0.0,1.804847069313705,3456.06,4.0,2026-08-31,5.07,,5.0,1.49,53.2,🚨 KURUMSAL BOŞALTIM (DUMP),53.2
ONCSM,223.0,244.9,247.5,223.0,671503.0,-9.97174000807428,149745169.0,111.39417553324341,11.891658987747858,12.6378212718988,7.8335026698357,23.687757417655,6.412151409841569,99.0,0.0,0.8270832273567117,2233.85,8.0,2026-08-31,1.06,,5.0,-0.32,52.9,NÖTR KALİTE,52.9
EFOR,18.25,19.19,19.28,18.24,34443735.0,-4.898384575299641,628598163.75,13.08525130852513,7.391087765623544,0.192526384577394,0.0781727290738784,12.0407192745992,0.0694484121466609,99.0,0.0,0.400977568574831,1701.22,7.46,2026-08-31,0.03,,5.0,-1.11,52.9,NÖTR KALİTE,52.9
KBORU,21.62,24.02,24.02,21.62,10898137.0,-9.991673605328886,235617700.32000002,45.53496208930076,2.2845984041625766,5.83779784694285,2.48646995130043,9.77705187344602,4.11604330338301,99.0,0.0,0.6973341410995603,2071.67,8.0,2026-08-31,2.56,,5.0,-0.56,52.8,NÖTR KALİTE,52.8
KLYPV,61.5,63.3,63.3,61.4,1387994.0,-2.689873417721523,85361631.0,37.33835225547933,1.39137658727223,4.51466486064799,1.84603922762534,-19.4653063082157,9.49265839003813,99.0,0.0,0.35981660680066696,1649.77,5.05,2026-08-31,3.24,,5.0,-1.18,52.4,NÖTR KALİTE,52.4
EBEBK,84.15,84.6,85.6,83.75,846708.0,-0.5319148936170079,71250478.2,26.794243138253837,2.3451490946303197,10.0914293793808,3.1813796835955,2.05250069069452,1.52536726574707,99.0,0.0,1.3318471902646933,2864.81,4.11,2026-08-31,4.3,,5.0,0.61,52.3,NÖTR KALİTE,52.3
EREGL,38.74,39.3,40.1,38.7,119523284.0,-1.0725229826353286,4630332022.16,33.76623376623377,0.8172226832665113,2.6359373238076,1.41311479940674,4.71572421291999,3.23319980810307,99.0,0.0,0.6435847615006852,2004.48,6.4,2026-08-31,3.23,,5.0,-0.66,52.0,NÖTR KALİTE,52.0
GSRAY,1.09,1.12,1.13,1.08,142748534.0,-1.8018018018018032,155595902.06,30.44692737430168,0.8635852255621227,4.47213247689932,1.33639774884548,-7.36706892508612,2.47430371582688,99.0,0.0,0.3851110655721255,1681.39,3.2,2026-08-31,5.18,,5.0,-1.14,51.8,NÖTR KALİTE,51.8
CVKMD,16.34,16.66,16.82,16.2,29793833.0,-1.0895883777239692,486831231.21999997,157.26660250240616,4.696589942284255,3.62597150686481,1.57435640007521,20.8856856576025,8.92116747259994,99.0,0.0,0.7555171438981247,2144.4,4.65,2026-08-31,0.77,,5.0,-0.45,51.8,NÖTR KALİTE,51.8
