ticker,close,open,high,low,volume,change_%,value_traded,pe,pb,roe,roa,op_margin,net_margin,debt_to_equity,rev_growth,rvol,hhi_score,foreign_ratio,tarih,growth_discount,margin_power,sweep_ratio,vol_z,quant_score,regime,score_diff
BIGEN,191.3,182.0,195.9,179.9,12720128.0,5.109890109890116,2433360486.4,999.0,30.84956442930725,-1.65985398922569,-0.789663001934665,29.398556493529497,-4.60219186709565,99.0,0.0,2.7680642501288215,4660.08,31.9,2026-08-31,-0.83,,37.2,3.27,51.6,🚨 ZOMBİ / DÜŞÜK KALİTE,51.6
KCAER,15.98,16.27,16.35,15.9,10296734.0,-1.782421634910874,164541809.32,46.53465346534654,2.0597614388941734,5.08161965165783,2.41060958292015,9.04525978705491,2.7353959136208,99.0,0.0,0.6520003761019201,2015.0,1.96,2026-08-31,2.47,,5.0,-0.64,51.2,NÖTR KALİTE,51.2
BRSAN,720.0,726.5,734.5,717.5,1873115.0,-0.8947006194081212,1348642800.0,41.315911790528325,2.3518351990681508,6.34788716410025,2.85848513960998,5.96522020053451,2.87707303840802,99.0,0.0,0.5891493900224853,1936.44,0.24,2026-08-31,2.7,,5.0,-0.76,51.2,NÖTR KALİTE,51.2
DMRGD,11.62,12.0,12.02,11.45,27905161.0,-3.166666666666673,324257970.82,99.40119760479041,8.149353381771256,8.63924314081493,6.36430864627835,9.03153475737652,11.7047620826362,99.0,0.0,1.0280449069381579,2485.06,8.7,2026-08-31,1.06,,5.0,0.05,50.9,NÖTR KALİTE,50.9
ALFAS,40.68,41.72,42.32,40.5,1450829.0,-2.4928092042185983,59019723.72,48.741912293314165,2.26136687064181,5.25384849399821,2.36736814206423,6.925884492629321,4.01672476399673,99.0,0.0,0.5632943128717438,1904.12,2.46,2026-08-31,2.32,,5.0,-0.81,50.4,NÖTR KALİTE,50.4
SDTTR,22.5,23.56,23.72,22.46,6298021.0,-4.499151103565359,141705472.5,121.81916621548457,4.993320047403251,4.75837685590879,2.82777972581921,11.4096425840973,4.60090165154949,99.0,0.0,0.4864977524892476,1808.12,6.22,2026-08-31,0.95,,5.0,-0.95,49.1,NÖTR KALİTE,49.1
ECOGR,34.62,36.16,36.16,34.38,6494560.0,-4.258849557522122,224841667.2,47.24989763886993,0.9480552270923621,0.0,0.0,17.5059525230345,6.41545619253121,99.0,0.0,0.9544555002552735,2393.07,0.45,2026-08-31,0.0,,5.0,-0.08,48.8,🚨 ZOMBİ / DÜŞÜK KALİTE,48.8
IZENR,7.62,8.29,8.29,7.53,29091822.0,-8.082026537997576,221679683.64000002,74.05247813411079,0.9645069053378242,1.49989750502832,1.33302776476203,5.8453144020465,3.29741231802979,99.0,0.0,0.8461400342868554,2257.68,1.37,2026-08-31,1.56,,5.0,-0.28,48.2,NÖTR KALİTE,48.2
YIGIT,21.84,22.88,23.0,21.82,3369573.0,-5.043478260869566,73591474.32,57.23270440251572,0.8046060009460753,1.60992456628032,1.09880281331405,5.41526569180648,0.862767353676714,99.0,0.0,0.9635874221665146,2404.48,7.05,2026-08-31,2.0,,5.0,-0.07,48.0,NÖTR KALİTE,48.0
ALTNY,17.73,18.45,18.56,17.62,13638632.0,-4.110329908058399,241812945.36,61.49843912591051,3.2971569692190963,0.613912372658328,0.284723002134968,10.6093490390064,0.9051123882804849,99.0,0.0,0.3589220973581681,1648.65,1.45,2026-08-31,0.19,,5.0,-1.19,47.4,NÖTR KALİTE,47.4
EUREN,3.96,3.98,4.21,3.92,64655776.0,-1.246882793017452,256036872.96,117.85714285714286,0.6819273747345908,0.65583507094108,0.475230701171061,5.42868330187188,0.803773923018663,99.0,0.0,2.7681723689569515,4660.22,0.28,2026-08-31,0.96,,5.0,3.27,45.6,NÖTR KALİTE,45.6
ECZYT,320.0,324.5,326.0,319.0,238055.0,-0.8520526723470179,76177600.0,999.0,1.068256695540866,-1.54210473736186,-1.50592979569084,86.1552265577171,-114.403310698502,99.0,0.0,0.7188356345353937,2098.54,0.0,2026-08-31,-0.77,,5.0,-0.52,45.5,🚨 ZOMBİ / DÜŞÜK KALİTE,45.5
SARKY,25.24,26.06,26.14,25.18,3327108.0,-2.997694081475792,83976205.92,92.48809087577868,1.8829146384677071,2.28295128804234,0.792881675972764,2.41578152688929,0.278919867529281,99.0,0.0,0.4073689836679481,1709.21,4.5,2026-08-31,1.21,,5.0,-1.1,44.6,NÖTR KALİTE,44.6
ULUUN,8.4,9.15,9.2,8.29,20017999.0,-8.396946564885493,168151191.6,77.06422018348624,0.415036782634861,0.614222040469284,0.198122279485139,1.7500709609109302,0.11761459537188002,99.0,0.0,1.972605826913143,3665.76,1.23,2026-08-31,1.48,,5.0,1.8,44.3,🚨 KURUMSAL BOŞALTIM (DUMP),44.3
DEVA,93.45,93.3,94.1,92.15,691966.0,2.019650655021844,64664222.7,999.0,0.5927420590165582,-2.99029527989834,-2.18913397393125,4.69905039824596,-3.84649229772031,99.0,0.0,0.47280628967122207,1791.01,29.33,2026-08-31,-1.5,,31.3,-0.98,42.9,🚨 ZOMBİ / DÜŞÜK KALİTE,42.9
SNGYO,3.43,3.62,3.62,3.42,17098674.0,-5.248618784530385,58648451.82,999.0,0.22413495668902353,-0.248871296514052,-0.149342039970579,33.0087888480701,-1.83884846370318,99.0,0.0,1.0004149469628671,2450.52,5.2,2026-08-31,-0.12,,5.0,0.0,42.3,🚨 ZOMBİ / DÜŞÜK KALİTE,42.3
SANFM,10.46,11.54,11.54,10.39,6234125.0,-9.358752166377803,65208947.50000001,217.46361746361748,5.638510053366396,2.93188510766028,1.08449716003657,1.18931227937449,1.35732093781715,99.0,0.0,0.9672322586373745,2409.04,4.59,2026-08-31,0.52,,5.0,-0.06,42.3,NÖTR KALİTE,42.3
BIGTK,344.75,370.0,376.75,344.75,779541.0,-9.986945169712794,268746759.75,999.0,7.739684387008016,1.49758433731983,0.915022956968373,11.0356946247128,1.33684599855825,99.0,0.0,1.11812341855534,2597.65,8.0,2026-08-31,0.19,,5.0,0.22,42.2,NÖTR KALİTE,42.2
ODINE,1975.0,1757.0,1990.0,1730.0,465136.0,7.923497267759563,918643600.0,999.0,97.13871162098688,0.0,0.0,0.0,0.0,99.0,0.0,0.624684307696936,1980.86,44.77,2026-08-31,0.0,,66.6,-0.69,42.1,🚨 ZOMBİ / DÜŞÜK KALİTE,42.1
CRFSA,284.5,260.25,288.0,255.25,3190525.0,6.156716417910448,907704362.5,999.0,999.0,0.0,-17.3325924111982,-5.29942933659944,-7.60138256927883,99.0,0.0,0.9312689767735661,2364.09,42.02,2026-08-31,0.0,,60.3,-0.13,42.0,🚨 ZOMBİ / DÜŞÜK KALİTE,42.0
KARCL,152.8,129.1,157.2,129.1,18000903.0,6.853146853146861,2750537978.4,999.0,10.851949018566208,0.0,0.0,0.0,0.0,99.0,0.0,2.3017591424259796,4077.2,39.23,2026-08-31,0.0,,54.0,2.41,41.6,🚨 ZOMBİ / DÜŞÜK KALİTE,41.6
SVGYO,17.84,17.68,18.0,17.65,14034321.0,0.7909604519774044,250372286.64,999.0,4.2849799922178615,0.0,0.0,0.0,0.0,99.0,0.0,0.3098616596040071,1587.33,22.4,2026-08-31,0.0,,15.5,-1.28,40.1,🚨 ZOMBİ / DÜŞÜK KALİTE,40.1
ALBTN,34.8,35.46,35.76,33.7,14012383.0,-1.248581157775269,487630928.4,999.0,0.9637176905336337,0.0,0.0,0.0,0.0,99.0,0.0,0.5136929071711901,1842.12,21.9,2026-08-31,0.0,,14.3,-0.9,40.0,🚨 ZOMBİ / DÜŞÜK KALİTE,40.0
AKHAN,41.18,40.36,42.0,40.24,2257650.0,1.9306930693069335,92970027.0,999.0,1.9797734269983787,0.0,0.0,0.0,0.0,99.0,0.0,1.142973179201427,2628.72,21.91,2026-08-31,0.0,,14.4,0.26,40.0,🚨 ZOMBİ / DÜŞÜK KALİTE,40.0
PAPIL,13.84,13.68,14.43,13.22,17533700.0,1.1695906432748548,242248619.92,999.0,6.666313441965984,0.0,0.0,0.0,0.0,99.0,0.0,2.0210813984660443,3726.35,20.69,2026-08-31,0.0,,11.6,1.89,39.8,🚨 ZOMBİ / DÜŞÜK KALİTE,39.8
ALKLC,427.0,427.25,431.75,423.5,3093971.0,-0.058513750731421885,1321125617.0,999.0,16.09669173402837,-13.8123098889037,-5.33416840755084,12.2110206185292,-6.03372876554378,99.0,0.0,1.2329681723458588,2741.21,15.76,2026-08-31,-6.91,,7.9,0.43,39.2,🚨 ZOMBİ / DÜŞÜK KALİTE,39.2
EKGYO,19.99,20.7,20.88,19.92,107924701.0,-3.055286129970914,2157414772.99,999.0,0.475376948474751,-1.37263805388322,-0.550016904366253,21.5546970328827,-1.85512988832356,99.0,0.0,0.8156279155070922,2219.53,3.92,2026-08-31,-0.69,,5.0,-0.34,39.0,🚨 ZOMBİ / DÜŞÜK KALİTE,39.0
ISVEA,87.8,86.0,95.0,82.8,2816340.0,-4.56521739130435,247274652.0,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,0.4264517205681135,1733.06,14.95,2026-08-31,0.0,,7.5,-1.06,38.4,🚨 ZOMBİ / DÜŞÜK KALİTE,38.4
ALGYO,3.69,3.89,3.89,3.68,29552668.0,-4.155844155844159,109049344.92,999.0,0.42569833562333653,-12.9835666063568,-8.61957965362899,51.99659414060389,-313.104552258711,99.0,0.0,1.142407325170384,2628.01,5.33,2026-08-31,-6.49,,5.0,0.26,38.3,🚨 ZOMBİ / DÜŞÜK KALİTE,38.3
TARKM,557.0,547.5,584.0,542.0,253392.0,0.5415162454873645,141139344.0,999.0,3.6077823687222237,0.0,0.0,0.0,0.0,99.0,0.0,1.1160691279983193,2595.09,12.0,2026-08-31,0.0,,6.0,0.21,37.9,🚨 ZOMBİ / DÜŞÜK KALİTE,37.9
BAHKM,156.7,158.0,164.0,152.1,1640703.0,-1.7554858934169348,257098160.1,999.0,6.132611561088169,-17.7412000058965,-15.1704430626147,12.0600709454693,-25.989556706788996,99.0,0.0,1.0371681914935043,2496.46,13.65,2026-08-31,-8.87,,6.8,0.07,37.9,🚨 ZOMBİ / DÜŞÜK KALİTE,37.9
ENDAE,18.16,18.5,18.72,17.87,3579295.0,-2.887700534759354,64999997.2,999.0,0.6182963280484205,0.0,0.0,0.0,0.0,99.0,0.0,0.42086558366029453,1726.08,11.11,2026-08-31,0.0,,5.6,-1.07,37.5,🚨 ZOMBİ / DÜŞÜK KALİTE,37.5
ARSAN,4.42,4.23,4.57,4.23,33513397.0,3.7558685446009425,148129214.74,999.0,0.5987796815900988,-0.666754401903954,-0.53771620714297,-84.2143426076881,-28.690424623678602,99.0,0.0,0.7786728075720516,2173.34,23.29,2026-08-31,-0.33,,17.5,-0.41,37.4,🚨 ZOMBİ / DÜŞÜK KALİTE,37.4
ESEN,3.64,3.82,3.82,3.62,43754469.0,-2.93333333333333,159266267.16,31.43350604490501,0.4159529378961695,-4.23149320297435,-2.03083463366501,1.22766474108981,-37.107492573021,99.0,0.0,1.0943492274862414,2567.94,2.4,2026-08-31,-2.12,,5.0,0.17,36.4,🚨 ZOMBİ / DÜŞÜK KALİTE,36.4
BRLSM,24.96,25.22,27.2,22.92,37145286.0,-0.9523809523809462,927146338.5600001,999.0,3.46237236316624,-19.104292566848,-5.56131678112739,7.15613280158818,-5.79253456324417,99.0,0.0,2.7370110850342777,4621.26,18.69,2026-08-31,-9.55,,9.3,3.21,36.4,🚨 ZOMBİ / DÜŞÜK KALİTE,36.4
BERA,13.55,13.7,14.37,13.53,10637832.0,-0.8052708638360134,144142623.6,999.0,0.2663209015522676,-1.25779548537557,-0.877539643086562,10.8504529680885,-1.8622978318128,99.0,0.0,1.283216415007283,2804.02,6.67,2026-08-31,-0.63,,5.0,0.52,35.4,🚨 ZOMBİ / DÜŞÜK KALİTE,35.4
HUNER,3.99,4.02,4.12,3.93,81140439.0,0.7575757575757638,323750351.61,999.0,0.7815223820958903,-6.91801127402945,-3.76581090012243,20.0018754116481,-37.7356616270622,99.0,0.0,1.769857936361701,3412.32,9.68,2026-08-31,-3.46,,5.0,1.42,35.4,🚨 ZOMBİ / DÜŞÜK KALİTE,35.4
NETAS,91.45,93.5,94.2,90.5,963326.0,-1.0281385281385311,88096162.7,999.0,999.0,0.0,-1.28240267354449,2.98277636380116,-0.887176389900012,99.0,0.0,0.25134100360600553,1514.18,6.38,2026-08-31,0.0,,5.0,-1.39,35.2,🚨 ZOMBİ / DÜŞÜK KALİTE,35.2
ADESE,0.86,0.88,0.89,0.85,124384212.0,-1.1494252873563229,106970422.32,999.0,0.2935794849386897,-2.12688937144751,-1.16560258395637,11.2148007795827,-15.706999306686297,99.0,0.0,0.9015268222642463,2326.91,6.0,2026-08-31,-1.06,,5.0,-0.18,34.9,🚨 ZOMBİ / DÜŞÜK KALİTE,34.9
MARTI,1.7,1.55,1.7,1.47,185871961.0,9.677419354838705,315982333.7,999.0,0.3559836666317663,-9.11037033586525,-2.26386296237257,-22.8060931108058,-35.8072271663959,99.0,0.0,2.149669433377806,3887.09,48.0,2026-08-31,-4.56,,74.0,2.13,34.5,🚨 ZOMBİ / DÜŞÜK KALİTE,34.5
PNSUT,12.0,11.07,12.15,11.01,16911603.0,8.597285067873296,202939236.0,999.0,0.3059305400005456,-8.96119067597258,-4.65696395163604,-0.408652922660241,-6.6122101991251405,99.0,0.0,5.420842873668057,7976.05,40.63,2026-08-31,-4.48,,57.2,5.0,34.3,🚨 ZOMBİ / DÜŞÜK KALİTE,34.3
FRIGO,2.68,2.68,2.7,2.6,24940369.0,-0.3717472118959029,66840188.92,999.0,1.5618079675516914,-8.67661953247794,-4.73228080743121,-12.3312121081135,-8.52739290474583,99.0,0.0,0.5249255306071445,1856.16,36.8,2026-08-31,-4.34,,48.4,-0.88,34.2,🚨 ZOMBİ / DÜŞÜK KALİTE,34.2
PETKM,20.14,20.32,20.4,19.91,63673262.0,0.49900199600799117,1282379496.68,999.0,0.6784269656865519,-3.27338734505416,-1.40411307310656,-6.288252829657169,-2.06486104508384,99.0,0.0,1.000959669455184,2451.2,18.29,2026-08-31,-1.64,,9.1,0.0,34.2,🚨 ZOMBİ / DÜŞÜK KALİTE,34.2
CEMZY,15.29,16.35,16.5,15.26,43100248.0,-7.333333333333339,659002791.92,999.0,7.991720807221296,-10.5562382232943,-8.63414386559709,20.3020335048954,-14.4778081021354,99.0,0.0,0.3883774413939064,1685.47,6.65,2026-08-31,-5.28,,5.0,-1.13,34.0,🚨 ZOMBİ / DÜŞÜK KALİTE,34.0
GMTAS,43.8,44.5,44.8,43.46,1694855.0,-2.9685423128046153,74234649.0,999.0,2.8544113363141728,-2.3225938462331,-1.90117370983859,8.01036600957008,-1.52600240213401,99.0,0.0,0.46263584744245445,1778.29,6.21,2026-08-31,-1.16,,5.0,-0.99,33.7,🚨 ZOMBİ / DÜŞÜK KALİTE,33.7
CANTE,1.38,1.32,1.43,1.31,1258304680.0,6.153846153846142,1736460458.3999999,999.0,0.4349689848202128,-8.69874510729253,-7.71695105068473,-14.6081807616799,-35.6184104384881,99.0,0.0,5.232721756439152,7740.9,24.67,2026-08-31,-4.35,,20.7,5.0,33.1,🚨 ZOMBİ / DÜŞÜK KALİTE,33.1
OBAMS,5.86,5.52,5.92,5.44,81176327.0,6.1594202898550865,475693276.22,999.0,1.3057128278486712,-14.3548373047789,-12.0853472760999,-0.268474295589182,-7.32797268667456,99.0,0.0,1.3470311112338467,2883.79,41.0,2026-08-31,-7.18,,58.0,0.64,32.9,🚨 ZOMBİ / DÜŞÜK KALİTE,32.9
PGSUS,146.4,150.0,150.1,146.0,11385020.0,-2.917771883289128,1666766928.0,999.0,0.6497410599912934,-1.23885597486283,-0.328880609159798,4.04317335805354,-0.761770317215252,99.0,0.0,1.19599656898233,2695.0,2.54,2026-08-31,-0.62,,5.0,0.36,32.8,🚨 ZOMBİ / DÜŞÜK KALİTE,32.8
MRSHL,1643.0,1630.0,1716.0,1618.0,65698.0,1.6079158936301792,107941814.0,999.0,14.594078108607478,-5.28774975195536,-1.36370318801599,10.4483530673738,-1.30387926671439,99.0,0.0,1.8476552063559024,3509.57,6.29,2026-08-31,-2.64,,5.0,1.57,32.8,🚨 ZOMBİ / DÜŞÜK KALİTE,32.8
KUYAS,65.0,65.0,68.85,63.4,11790477.0,0.15408320493065378,766381005.0,999.0,14.669672821158633,-66.6798503710024,-30.5568725082191,36.8391758596407,-130.425729456663,99.0,0.0,3.134572938096126,5118.22,8.44,2026-08-31,-33.34,,5.0,3.95,32.6,🚨 ZOMBİ / DÜŞÜK KALİTE,32.6
PRKME,19.33,18.55,19.8,17.92,12296530.0,4.2048517520215505,237691924.89999998,999.0,0.5512237423729084,-12.9422148602144,-11.2286323595447,-12.928139274678099,-124.091247992696,99.0,0.0,3.3272959693235236,5359.12,34.0,2026-08-31,-6.47,,42.0,4.31,32.6,🚨 ZOMBİ / DÜŞÜK KALİTE,32.6
GIPTA,84.85,92.0,93.0,84.85,7238020.0,-9.973474801061014,614145997.0,999.0,3.1199246070310633,-8.22628559567446,-6.5538265384076,13.0058058818924,-12.2219697729311,99.0,0.0,0.745970766704636,2132.46,8.0,2026-08-31,-4.11,,5.0,-0.47,32.5,🚨 ZOMBİ / DÜŞÜK KALİTE,32.5
MIATK,28.3,29.64,29.74,28.24,8314409.0,-4.456448345712357,235297774.70000002,999.0,2.3209505563720345,-25.9314338186004,-18.8887969104463,28.335799723558395,-63.714598220191796,99.0,0.0,0.6807080033462601,2050.89,5.76,2026-08-31,-12.97,,5.0,-0.59,32.4,🚨 ZOMBİ / DÜŞÜK KALİTE,32.4
ZOREN,2.34,2.31,2.47,2.27,136282271.0,1.2987012987012903,318900514.14,999.0,0.1845917918183238,-18.2797749155039,-8.26973175890845,2.03534264977475,-33.2370161945152,99.0,0.0,4.6088779212858695,6961.1,11.6,2026-08-31,-9.14,,5.8,5.0,32.4,🚨 ZOMBİ / DÜŞÜK KALİTE,32.4
TUKAS,2.01,2.06,2.06,2.01,54819615.0,-2.42718446601943,110187426.14999999,999.0,0.45062717887208686,-7.59984024912718,-5.06872571154617,11.3283358195067,-12.859706534926902,99.0,0.0,0.9871047578547589,2433.88,8.0,2026-08-31,-3.8,,5.0,-0.02,31.8,🚨 ZOMBİ / DÜŞÜK KALİTE,31.8
BLUME,41.1,40.58,42.16,37.3,4360016.0,0.09741841207988101,179196657.6,999.0,12.296185489902768,-18.5931565572064,-14.9605939977468,-2.79153654880455,-23.14165042137,99.0,0.0,1.3328594566612249,2866.07,35.79,2026-08-31,-9.3,,46.1,0.62,31.1,🚨 ZOMBİ / DÜŞÜK KALİTE,31.1
KORDS,85.3,88.3,88.35,84.95,1121816.0,-3.3975084937712348,95690904.8,999.0,0.9549268909987336,-2.58214137010517,-0.821365255113023,2.84980608325778,-1.20794198536705,99.0,0.0,0.3563878821080109,1645.48,2.24,2026-08-31,-1.29,,5.0,-1.19,31.0,🚨 ZOMBİ / DÜŞÜK KALİTE,31.0
BMSTL,43.4,43.92,44.24,43.34,1304582.0,-1.2289485662266708,56618858.8,999.0,16.202433351626404,-2.93344317198522,-1.67083595643293,3.2481477062726,-1.49595774615165,99.0,0.0,0.4764104203490752,1795.51,4.27,2026-08-31,-1.47,,5.0,-0.97,31.0,🚨 ZOMBİ / DÜŞÜK KALİTE,31.0
GUNDG,1714.0,1650.0,1801.0,1572.0,116110.0,0.823529411764706,199012540.0,999.0,77.3894558898162,-17.9104469072489,-15.0930827949875,-8.9131785402994,-10.4461068336019,99.0,0.0,0.40978920084929527,1712.24,26.72,2026-08-31,-8.96,,25.4,-1.09,30.9,🚨 ZOMBİ / DÜŞÜK KALİTE,30.9
MAKTK,10.66,10.45,11.34,10.36,12384955.0,2.205177372962612,132023620.3,999.0,1.0402628566632934,-6.45595239061317,-4.50678434372035,5.23826372144542,-11.3826593762446,99.0,0.0,2.683787799831205,4554.73,9.14,2026-08-31,-3.23,,5.0,3.12,30.9,🚨 ZOMBİ / DÜŞÜK KALİTE,30.9
EGEEN,5090.0,5150.0,5200.0,5075.0,14564.0,-1.117047110247693,74130760.0,999.0,1.7567518548659282,-3.01656915105796,-2.35489622717691,3.05086515711194,-5.52283585814768,99.0,0.0,1.4799910574558461,3049.99,1.28,2026-08-31,-1.51,,5.0,0.89,30.7,🚨 ZOMBİ / DÜŞÜK KALİTE,30.7
BORSK,6.17,6.18,6.38,6.13,9449379.0,-0.16181229773462438,58302668.43,999.0,0.7588662513606091,-5.50180500365222,-4.72443861469725,4.42624463668224,-7.08171753686449,99.0,0.0,1.4747687933397873,3043.46,0.96,2026-08-31,-2.75,,5.0,0.88,30.5,🚨 ZOMBİ / DÜŞÜK KALİTE,30.5
MOGAN,19.28,20.32,20.38,18.46,17829626.0,-5.304518664047143,343755189.28000003,999.0,0.5362476128915262,-11.8424300895078,-5.95085988226976,-34.6420534065733,-74.2007376356711,99.0,0.0,1.1758035498233994,2669.75,15.92,2026-08-31,-5.92,,8.0,0.33,30.4,🚨 ZOMBİ / DÜŞÜK KALİTE,30.4
SARAE,87.5,92.6,93.65,87.3,19440999.0,-6.666666666666667,1701087412.5,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,0.47979653703715774,1799.75,6.24,2026-08-31,0.0,,5.0,-0.96,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
CITAS,128.0,128.0,145.0,128.0,14839132.0,-9.985935302390992,1899408896.0,999.0,4.052877384627563,0.0,0.0,0.0,0.0,99.0,0.0,1.0,2450.0,8.0,2026-08-31,0.0,,5.0,0.0,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
BETAE,89.6,94.3,95.7,89.4,9829909.0,-8.196721311475411,880759846.4,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,0.5197216442387607,1849.65,6.22,2026-08-31,0.0,,5.0,-0.89,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
METEN,20.04,21.44,21.68,19.89,39272139.0,-9.321266968325801,787013665.56,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,0.5312625841212439,1864.08,3.31,2026-08-31,0.0,,5.0,-0.87,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
NETCD,120.4,128.8,128.8,119.7,2728095.0,-6.449106449106437,328462638.0,999.0,4.630058694838754,0.0,0.0,0.0,0.0,99.0,0.0,0.7504497590281904,2138.06,3.69,2026-08-31,0.0,,5.0,-0.46,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
EMPAE,65.35,70.45,72.4,65.3,5444092.0,-7.239176721078791,355771412.2,999.0,5.853872648037585,0.0,0.0,0.0,0.0,99.0,0.0,0.5000519608034226,1825.06,7.61,2026-08-31,0.0,,5.0,-0.92,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
QUICK,67.4,67.85,72.95,67.2,4839580.0,-8.795669824086604,326187692.0,999.0,1.2972689985429784,0.0,0.0,0.0,0.0,99.0,0.0,0.6458248377978248,2007.28,6.05,2026-08-31,0.0,,5.0,-0.66,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
SMRVA,11.12,11.64,11.65,11.1,5382306.0,-4.467353951890045,59851242.72,999.0,2.587376302704413,0.0,0.0,0.0,0.0,99.0,0.0,0.4761296143266833,1795.16,5.96,2026-08-31,0.0,,5.0,-0.97,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
MARMR,2.26,2.34,2.35,2.25,27337462.0,-3.4188034188034218,61782664.12,999.0,1.5755716675962075,0.0,0.0,0.0,0.0,99.0,0.0,0.3882387607889501,1685.3,2.4,2026-08-31,0.0,,5.0,-1.13,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
TKNKA,159.3,166.0,182.4,153.0,32521362.0,-3.9783001808318232,5180652966.6,999.0,5.768716824446323,0.0,0.0,0.0,0.0,99.0,0.0,1.0,2450.0,4.0,2026-08-31,0.0,,5.0,0.0,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
GOLDA,13.02,13.63,13.63,13.0,23753895.0,-2.325581395348841,309275712.9,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,0.6122806219301546,1965.35,6.22,2026-08-31,0.0,,5.0,-0.72,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
VEYAS,136.1,136.5,141.8,134.0,5650631.0,-0.36603221083455345,769050879.1,999.0,4.948468301806391,0.0,0.0,0.0,0.0,99.0,0.0,1.0,2450.0,7.08,2026-08-31,0.0,,5.0,0.0,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
ATATR,14.45,15.8,16.07,14.33,49695292.0,-9.233668341708547,718096969.4,999.0,1.529516492845144,0.0,0.0,0.0,0.0,99.0,0.0,1.542836233871177,3128.55,4.14,2026-08-31,0.0,,5.0,1.0,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
ALTIN,74.89,74.87,75.7,74.8,16709317.0,-3.3178414665633786,1251360750.13,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,0.8239524208827507,2229.94,2.4,2026-08-31,0.0,,5.0,-0.33,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
AAGYO,12.43,13.04,13.04,12.4,6327608.0,-4.311008468052352,78652167.44,999.0,999.0,0.0,0.0,0.0,0.0,99.0,0.0,0.78060047192245,2175.75,5.37,2026-08-31,0.0,,5.0,-0.41,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
MEYSU,11.74,12.64,12.69,11.64,11460981.0,-6.9730586370839855,134551916.94,999.0,2.06310210422356,0.0,0.0,0.0,0.0,99.0,0.0,0.672103250712134,2040.13,2.67,2026-08-31,0.0,,5.0,-0.61,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
MASFN,39.42,42.4,42.42,39.32,8031013.0,-7.028301886792446,316582532.46000004,999.0,2.0969200489387734,0.0,0.0,0.0,0.0,99.0,0.0,0.37999215422275756,1674.99,6.19,2026-08-31,0.0,,5.0,-1.15,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
INFO,5.9,6.55,6.55,5.9,45667343.0,-9.923664122137396,269437323.7,999.0,1.370225692428458,0.0,0.0,0.0,0.0,99.0,0.0,1.0396965415711772,2499.62,8.0,2026-08-31,0.0,,5.0,0.07,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
MCARD,156.0,168.4,168.4,155.4,1923170.0,-7.142857142857142,300014520.0,999.0,5.007038740999366,0.0,0.0,0.0,0.0,99.0,0.0,0.5583061484336601,1897.88,5.42,2026-08-31,0.0,,5.0,-0.82,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
SOHOE,10.68,11.75,11.75,10.62,31154219.0,-9.414758269720098,332727058.92,999.0,1.2583803654958703,0.0,0.0,0.0,0.0,99.0,0.0,1.2399620308575798,2749.95,5.03,2026-08-31,0.0,,5.0,0.44,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
GENKM,9.93,10.57,10.59,9.9,12188133.0,-6.0548722800378485,121028160.69,999.0,0.85963903817386,0.0,0.0,0.0,0.0,99.0,0.0,1.1368426054111067,2621.05,5.57,2026-08-31,0.0,,5.0,0.25,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
BESTE,30.82,32.74,32.8,30.6,4687691.0,-5.749235474006124,144474636.62,999.0,1.1555968834129478,0.0,0.0,0.0,0.0,99.0,0.0,0.45788843897016795,1772.36,2.4,2026-08-31,0.0,,5.0,-1.0,29.8,🚨 ZOMBİ / DÜŞÜK KALİTE,29.8
